compact,memALL
none,intALL
none,none
rr,memALL
compact,intALL
scatter,memALL
compact,numaBalancing
rr,numaBalancing
none,memALL
scatter,numaBalancing
scatter,none
compact,none
rr,intALL
rr,none
none,numaBalancing
scatter,intALL
