none,intALL
scatter,numaBalancing
compact,memALL
rr,intALL
scatter,none
scatter,intALL
rr,none
rr,memALL
compact,none
compact,numaBalancing
scatter,memALL
none,none
compact,intALL
none,numaBalancing
rr,numaBalancing
none,memALL
